Test Title:	3117 3D Patterns						
Date:	09/08/2024						
Time:	13:18						
Operator Name:	ZK, MK, THL						
Comment:	Tx: Reference antenna 3117 sn99222 Vp
Rx: Reference antenna 3117 sn143090
RIS configured towards minus 45 degrees at 1.3 m tx height
						
							
[Scan Axis] Name: 	Elevation  [deg]Start: 	-90.000000	Stop	90.000000	Increment	0.500000[Step Axis] Name: 	Start: 	0.000000	Stop	0.000000	Increment	0.000000[Tert] Name: 	None [Forth] Name: 	None  [ Freq.]  (Sweep:Start,Stop,Step) 	GHz.	3.400000	3.600000	0.000000	11.000000
 [Switch]  	None [Channel]  	S21			 [ Beam] 	None			
Database:			
First Question			
2nd			
3rd			
4th			
			
Frequency	3.500000	GHz	
-17.00	-52.711	47.135	
-16.50	-51.729	48.758	
-16.00	-51.053	49.996	
-15.50	-50.695	51.861	
-15.00	-50.567	53.204	
-14.50	-50.733	54.324	
-14.00	-51.210	53.864	
-13.50	-51.800	51.468	
-13.00	-52.613	47.927	
-12.50	-53.416	40.766	
-12.00	-53.979	31.050	
-11.50	-54.225	20.636	
-11.00	-53.984	11.977	
-10.50	-53.786	4.486	
-10.00	-53.502	-1.281	
-9.50	-53.225	-6.160	
-9.00	-53.190	-10.711	
-8.50	-53.117	-16.137	
-8.00	-53.313	-19.854	
-7.50	-53.493	-24.355	
-7.00	-53.686	-29.401	
-6.50	-53.794	-35.216	
-6.00	-53.931	-40.899	
-5.50	-53.854	-46.952	
-5.00	-53.619	-52.430	
-4.50	-53.291	-55.957	
-4.00	-53.032	-58.750	
-3.50	-52.782	-59.567	
-3.00	-52.561	-58.453	
-2.50	-52.526	-56.768	
-2.00	-52.724	-54.669	
-1.50	-52.874	-51.616	
-1.00	-52.971	-48.545	
-0.50	-53.333	-42.940	
0.00	-53.436	-36.996	
0.50	-53.559	-29.255	
1.00	-53.623	-21.626	
1.50	-53.640	-12.753	
2.00	-53.710	-3.845	
2.50	-53.549	5.613	
3.00	-53.255	14.549	
3.50	-52.949	22.678	
4.00	-52.458	31.038	
4.50	-51.825	37.613	
5.00	-51.382	44.662	
5.50	-50.918	50.159	
6.00	-50.583	54.963	
6.50	-50.386	59.480	
7.00	-50.203	63.564	
7.50	-50.193	67.701	
8.00	-50.412	71.597	
8.50	-50.796	76.050	
9.00	-51.472	80.246	
9.50	-52.337	85.430	
10.00	-53.302	91.215	
10.50	-54.407	97.077	
11.00	-55.516	105.556	
11.50	-56.734	114.687	
12.00	-58.146	124.852	
12.50	-59.413	132.973	
13.00	-61.126	139.431	
13.50	-63.192	144.067	
14.00	-65.770	148.182	
14.50	-69.357	160.753	
15.00	-74.366	-160.455	
15.50	-69.870	-103.254	
16.00	-64.251	-85.279	
16.50	-60.588	-80.190	
17.00	-58.162	-78.953	
17.50	-56.214	-80.172	
18.00	-54.753	-81.216	
18.50	-53.929	-81.386	
19.00	-53.655	-79.830	
19.50	-53.954	-76.650	
20.00	-54.827	-72.476	
20.50	-56.393	-66.235	
21.00	-58.208	-57.100	
21.50	-60.240	-40.403	
22.00	-61.690	-20.160	
22.50	-62.239	4.957	
23.00	-61.993	22.650	
23.50	-61.313	35.784	
24.00	-60.867	45.681	
24.50	-60.345	48.563	
25.00	-59.873	48.960	
25.50	-59.394	48.040	
26.00	-58.939	43.565	
26.50	-58.597	38.735	
27.00	-58.902	34.033	
27.50	-59.732	26.800	
28.00	-61.521	20.565	
28.50	-64.435	7.907	
29.00	-67.943	-19.402	
29.50	-69.954	-61.420	
30.00	-69.475	-99.433	
30.50	-68.842	-122.654	
31.00	-69.633	-135.292	
31.50	-73.234	-156.454	
32.00	-76.079	154.311	
32.50	-73.873	98.334	
33.00	-68.369	77.740	
33.50	-66.840	63.339	
34.00	-66.476	50.626	
34.50	-66.278	28.847	
35.00	-64.607	4.476	
35.50	-62.508	-11.122	
36.00	-61.018	-20.738	
36.50	-60.702	-29.996	
37.00	-60.550	-41.459	
37.50	-61.205	-51.910	
38.00	-62.962	-63.174	
38.50	-67.291	-70.431	
39.00	-78.593	-100.631	
39.50	-72.773	106.623	
40.00	-66.328	82.918	
40.50	-62.934	69.182	
41.00	-61.416	54.515	
41.50	-61.294	39.591	
42.00	-61.964	17.347	
42.50	-62.912	-8.804	
43.00	-64.009	-42.287	
43.50	-64.028	-79.608	
44.00	-62.911	-111.473	
44.50	-61.739	-133.648	
45.00	-62.516	-148.147	
45.50	-65.781	-173.156	
46.00	-69.813	134.364	
46.50	-67.801	78.073	
47.00	-65.748	48.535	
47.50	-65.904	21.219	
48.00	-65.566	-18.605	
48.50	-63.338	-49.456	
49.00	-61.367	-70.939	
49.50	-60.968	-86.545	
50.00	-62.274	-101.044	
50.50	-65.313	-124.646	
51.00	-67.977	-169.287	
51.50	-67.731	139.884	
52.00	-65.680	110.578	
52.50	-66.268	85.610	
53.00	-68.236	53.928	
53.50	-68.523	-2.367	
54.00	-65.480	-36.914	
54.50	-64.322	-63.774	
55.00	-64.188	-90.933	
55.50	-63.795	-127.030	
56.00	-62.479	-158.085	
56.50	-60.978	179.149	
57.00	-60.897	159.380	
57.50	-62.036	139.932	
58.00	-65.135	119.258	
58.50	-70.485	76.180	
59.00	-71.330	-17.440	
59.50	-65.703	-72.232	
60.00	-61.549	-101.385	
60.50	-58.619	-120.947	
61.00	-57.304	-137.814	
61.50	-57.244	-153.098	
62.00	-58.694	-169.045	
62.50	-61.893	175.964	
63.00	-70.014	153.008	
63.50	-74.646	9.841	
64.00	-65.520	-35.516	
64.50	-60.583	-62.273	
65.00	-57.978	-81.831	
65.50	-56.687	-96.651	
66.00	-57.159	-111.893	
66.50	-58.963	-134.333	
67.00	-61.250	-160.569	
67.50	-64.857	171.936	
68.00	-72.094	105.564	
68.50	-66.991	16.479	
69.00	-62.006	-16.426	
69.50	-59.543	-42.950	
70.00	-57.978	-65.482	
70.50	-57.577	-83.805	
71.00	-58.643	-104.848	
71.50	-60.659	-131.068	
72.00	-63.305	-162.068	
72.50	-67.519	155.626	
73.00	-69.000	66.283	
73.50	-63.084	22.283	
74.00	-60.393	-0.138	
74.50	-59.080	-24.379	
75.00	-58.815	-48.123	
75.50	-59.086	-69.622	
76.00	-60.632	-93.344	
76.50	-63.161	-124.551	
77.00	-65.540	-168.632	
77.50	-67.170	137.338	
78.00	-64.562	75.981	
78.50	-60.948	44.126	
79.00	-59.552	23.375	
79.50	-59.581	-1.102	
80.00	-59.796	-25.696	
80.50	-61.037	-51.291	
81.00	-64.002	-89.300	
81.50	-64.791	-141.400	
82.00	-62.766	174.581	
82.50	-61.685	143.282	
83.00	-61.163	109.969	
83.50	-60.681	78.934	
84.00	-60.769	51.367	
84.50	-61.508	17.056	
85.00	-61.338	-17.728	
85.50	-61.806	-50.715	
86.00	-62.713	-89.960	
86.50	-61.535	-132.880	
87.00	-59.874	-163.090	
87.50	-60.107	172.221	
88.00	-60.580	140.336	
88.50	-61.074	106.317	
89.00	-61.557	69.296	
89.50	-61.599	27.228	
90.00	-60.472	-7.535	
